spark.executor.cores,spark.executor.memory,spark.executor.instances,hibench.default.map.parallelism,spark.memory.offHeap.enabled,MB.spark.memory.offHeap.size,spark.memory.fraction,spark.memory.storageFraction,Size.spark.shuffle.file.buffer,spark.speculation,MB.spark.reducer.maxSizeInFlight,spark.shuffle.sort.bypassMergeThreshold,MS.spark.speculation.interval,spark.speculation.multiplier,spark.speculation.quantile,MB.spark.broadcast.blockSize,spark.io.compression.codec,Size.spark.io.compression.3.blockSize,Size.spark.io.compression.1.blockSize,spark.kryo.referenceTracking,MB.spark.kryoserializer.buffer.max,Size.spark.kryoserializer.buffer,MB.spark.storage.memoryMapThreshold,Time.spark.network.timeout,Time.spark.locality.wait,spark.shuffle.compress,spark.shuffle.spill.compress,spark.broadcast.compress,spark.rdd.compress,spark.serializerss,exec_time,App,App_id,input_size,,,,
15,21,8,28,FALSE,829,0.9765625,0.8828125,43,FALSE,102,142,953,1.0625,0.890625,110,snappy,35,122,TRUE,1928,63,267,1351562,4,FALSE,TRUE,FALSE,TRUE,org.apache.spark.serializer.JavaSerializer,11430045,pagerank,application_1560445097123_9891,huge_5,,,,
5,30,38,17,TRUE,582,0.8515625,0.5078125,11,FALSE,70,817,706,2.0625,0.140625,78,lzf,3,27,FALSE,1544,31,380,1326562,6,FALSE,FALSE,TRUE,TRUE,org.apache.spark.serializer.JavaSerializer,7150118,pagerank,application_1560445097123_1022,huge_5,,,,
12,11,18,38,FALSE,87,0.6015625,0.7578125,74,TRUE,7,367,211,4.0625,0.640625,15,snappy,66,90,TRUE,776,94,155,1376562,2,TRUE,TRUE,FALSE,FALSE,org.apache.spark.serializer.KryoSerializer,3136002,pagerank,application_1560445097123_1043,huge_5,,,,
6,24,22,24,TRUE,984,0.6171875,0.5234375,102,TRUE,98,845,798,3.6875,0.609375,11,lz4,126,126,TRUE,920,3,253,1398437,4,FALSE,FALSE,FALSE,TRUE,org.apache.spark.serializer.JavaSerializer,2526641,pagerank,application_1560445097123_1052,huge_5,,,,
12,5,42,45,FALSE,489,0.8671875,0.7734375,39,FALSE,35,395,303,1.6875,0.109375,74,snappy,63,63,FALSE,1688,66,478,1348437,8,TRUE,TRUE,TRUE,FALSE,org.apache.spark.serializer.KryoSerializer,23828029,pagerank,application_1560445097123_1057,huge_5,,,,
9,34,12,34,TRUE,242,0.9921875,0.6484375,7,FALSE,3,620,56,2.6875,0.859375,106,lzf,31,94,TRUE,1304,98,141,1373437,1,TRUE,FALSE,FALSE,FALSE,org.apache.spark.serializer.KryoSerializer,33260974,pagerank,application_1560445097123_1097,huge_5,,,,
15,15,32,13,FALSE,737,0.7421875,0.8984375,70,TRUE,66,170,551,4.6875,0.359375,43,snappy,94,31,FALSE,536,35,366,1323437,6,FALSE,TRUE,TRUE,TRUE,org.apache.spark.serializer.JavaSerializer,3378621,pagerank,application_1560445097123_1205,huge_5,,,,
7,29,27,29,TRUE,365,0.9296875,0.9609375,118,FALSE,51,507,922,4.1875,0.984375,59,lzf,15,15,FALSE,1880,51,422,1385937,3,FALSE,TRUE,TRUE,TRUE,org.apache.spark.serializer.KryoSerializer,10846451,pagerank,application_1560861195858_0001,huge_5,,,,
14,10,47,8,FALSE,860,0.6796875,0.7109375,55,TRUE,114,957,427,2.1875,0.484375,122,lz4,78,78,TRUE,1112,114,197,1335937,7,TRUE,FALSE,FALSE,FALSE,org.apache.spark.serializer.JavaSerializer,10949396,pagerank,application_1560861195858_0190,huge_5,,,,
4,38,17,19,TRUE,613,0.5546875,0.8359375,23,TRUE,82,282,180,1.1875,0.734375,90,snappy,110,47,FALSE,728,82,310,1360937,5,TRUE,TRUE,TRUE,FALSE,org.apache.spark.serializer.JavaSerializer,4555866,pagerank,application_1560861195858_0372,huge_5,,,,
10,19,37,40,FALSE,118,0.8046875,0.5859375,86,FALSE,19,732,675,3.1875,0.234375,27,lz4,47,110,TRUE,1496,19,85,1310937,9,FALSE,FALSE,FALSE,TRUE,org.apache.spark.serializer.KryoSerializer,4148480,pagerank,application_1560861195858_0460,huge_5,,,,
8,7,24,27,TRUE,180,0.8984375,0.9296875,63,TRUE,122,901,860,3.9375,0.546875,19,snappy,55,102,FALSE,632,90,282,1329687,9,FALSE,FALSE,FALSE,FALSE,org.apache.spark.serializer.KryoSerializer,11507281,pagerank,application_1560861195858_0539,huge_5,,,,
14,26,44,48,FALSE,675,0.6484375,0.6796875,126,FALSE,59,451,365,1.9375,0.046875,82,lzf,118,39,TRUE,1400,27,57,1379687,4,TRUE,TRUE,TRUE,TRUE,org.apache.spark.serializer.JavaSerializer,3391400,pagerank,application_1560861195858_0707,huge_5,,,,
5,17,14,37,TRUE,922,0.5234375,0.8046875,94,FALSE,27,676,118,2.9375,0.796875,114,lzf,86,70,FALSE,1784,59,394,1304687,7,TRUE,FALSE,FALSE,TRUE,org.apache.spark.serializer.JavaSerializer,2494293,pagerank,application_1560861195858_0783,huge_5,,,,
11,36,34,16,FALSE,427,0.7734375,0.5546875,31,TRUE,90,226,613,4.9375,0.296875,51,lz4,23,7,TRUE,1016,122,169,1354687,2,FALSE,TRUE,TRUE,FALSE,org.apache.spark.serializer.KryoSerializer,4133936,pagerank,application_1560861195858_0810,huge_5,,,,
3,12,19,32,TRUE,551,0.5859375,0.6171875,47,FALSE,43,339,984,4.4375,0.921875,35,lz4,70,23,TRUE,1592,106,113,1342187,5,FALSE,TRUE,TRUE,FALSE,org.apache.spark.serializer.JavaSerializer,2450482,pagerank,application_1560861195858_0890,huge_5,,,,
10,31,39,11,FALSE,56,0.8359375,0.8671875,110,TRUE,106,789,489,2.4375,0.421875,98,snappy,7,86,FALSE,824,43,338,1392187,1,TRUE,FALSE,FALSE,TRUE,org.apache.spark.serializer.KryoSerializer,4882102,pagerank,application_1560861195858_0932,huge_5,,,,
6,22,9,21,TRUE,303,0.9609375,0.7421875,78,TRUE,74,114,242,1.4375,0.671875,66,lz4,39,55,TRUE,1208,11,225,1317187,8,TRUE,TRUE,TRUE,TRUE,org.apache.spark.serializer.KryoSerializer,11040570,pagerank,application_1560861195858_1041,huge_5,,,,
13,41,29,42,FALSE,798,0.7109375,0.9921875,15,FALSE,11,564,737,3.4375,0.171875,3,lzf,102,118,FALSE,1976,74,450,1367187,3,FALSE,FALSE,FALSE,FALSE,org.apache.spark.serializer.JavaSerializer,4064080,pagerank,application_1560861195858_1272,huge_5,,,,
8,27,17,23,FALSE,574,0.58984375,0.94921875,44,FALSE,89,557,404,3.65625,0.8828125,4,lz4,28,111,TRUE,1196,44,362,1380468,7,TRUE,TRUE,TRUE,FALSE,org.apache.spark.serializer.KryoSerializer,3128972,pagerank,application_1560861195858_1334,huge_5,,,,
14,8,37,44,TRUE,79,0.83984375,0.69921875,107,TRUE,26,107,899,1.65625,0.3828125,67,lzf,91,48,FALSE,1964,107,137,1330468,2,FALSE,FALSE,FALSE,TRUE,org.apache.spark.serializer.JavaSerializer,11215831,pagerank,application_1560861195858_1404,huge_5,,,,
4,37,27,33,FALSE,327,0.96484375,0.82421875,75,TRUE,58,782,651,2.65625,0.6328125,99,lz4,123,79,TRUE,1580,75,475,1355468,9,FALSE,TRUE,TRUE,TRUE,org.apache.spark.serializer.JavaSerializer,10948573,pagerank,application_1560861195858_1632,huge_5,,,,
11,18,47,12,TRUE,822,0.71484375,0.57421875,12,FALSE,121,332,156,4.65625,0.1328125,36,snappy,60,16,FALSE,812,12,250,1305468,4,TRUE,FALSE,FALSE,FALSE,org.apache.spark.serializer.KryoSerializer,4116775,pagerank,application_1560861195858_1819,huge_5,,,,
3,32,12,39,FALSE,203,0.90234375,0.51171875,60,TRUE,10,219,280,4.15625,0.5078125,52,snappy,107,32,FALSE,1772,28,81,1392968,8,TRUE,FALSE,FALSE,FALSE,org.apache.spark.serializer.JavaSerializer,4486818,pagerank,application_1560861195858_1889,huge_5,,,,
9,13,32,18,TRUE,698,0.65234375,0.76171875,123,FALSE,73,669,775,2.15625,0.0078125,115,lz4,44,95,TRUE,1004,91,306,1342968,3,FALSE,TRUE,TRUE,TRUE,org.apache.spark.serializer.KryoSerializer,3305612,pagerank,application_1560861195858_1951,huge_5,,,,
6,42,22,28,FALSE,945,0.52734375,0.63671875,91,FALSE,105,444,528,1.15625,0.7578125,83,snappy,12,64,FALSE,620,123,194,1367968,5,FALSE,FALSE,FALSE,TRUE,org.apache.spark.serializer.KryoSerializer,3744908,pagerank,application_1560861195858_2039,huge_5,,,,
13,23,42,49,TRUE,450,0.77734375,0.88671875,28,TRUE,42,894,33,3.15625,0.2578125,20,lzf,75,127,TRUE,1388,60,419,1317968,1,TRUE,TRUE,TRUE,FALSE,org.apache.spark.serializer.JavaSerializer,3425605,pagerank,application_1560861195858_2080,huge_5,,,,
5,6,10,20,FALSE,265,0.93359375,0.60546875,115,FALSE,65,725,466,3.90625,0.9453125,28,snappy,83,119,FALSE,716,115,166,1349218,2,TRUE,TRUE,TRUE,TRUE,org.apache.spark.serializer.JavaSerializer,11117723,pagerank,application_1560861195858_2166,huge_5,,,,
12,25,30,41,TRUE,760,0.68359375,0.85546875,52,TRUE,2,275,961,1.90625,0.4453125,91,lz4,20,56,TRUE,1484,52,391,1399218,6,FALSE,FALSE,FALSE,FALSE,org.apache.spark.serializer.KryoSerializer,3102771,pagerank,application_1560861195858_2374,huge_5,,,,
8,15,20,31,FALSE,512,0.55859375,0.73046875,20,TRUE,34,950,713,2.90625,0.6953125,123,lzf,52,87,FALSE,1868,20,53,1324218,4,FALSE,TRUE,TRUE,FALSE,org.apache.spark.serializer.KryoSerializer,2839950,pagerank,application_1560861195858_2437,huge_5,,,,
15,34,40,10,TRUE,17,0.80859375,0.98046875,83,FALSE,97,500,218,4.90625,0.1953125,60,lz4,115,24,TRUE,1100,83,278,1374218,8,TRUE,FALSE,FALSE,TRUE,org.apache.spark.serializer.JavaSerializer,6551921,pagerank,application_1560861195858_2498,huge_5,,,,
7,11,15,36,FALSE,883,0.62109375,0.91796875,99,TRUE,18,163,342,4.40625,0.5703125,44,lzf,36,8,TRUE,1292,67,447,1336718,5,TRUE,FALSE,FALSE,TRUE,org.apache.spark.serializer.KryoSerializer,2796991,pagerank,application_1560861195858_2623,huge_5,,,,
13,30,35,15,TRUE,388,0.87109375,0.66796875,36,FALSE,81,613,837,2.40625,0.0703125,107,snappy,99,71,FALSE,524,4,222,1386718,9,FALSE,TRUE,TRUE,FALSE,org.apache.spark.serializer.JavaSerializer,7096253,pagerank,application_1560861195858_2687,huge_5,,,,
4,20,25,26,FALSE,141,0.99609375,0.79296875,4,FALSE,113,388,590,1.40625,0.8203125,75,lz4,67,40,TRUE,908,36,334,1311718,3,FALSE,FALSE,FALSE,FALSE,org.apache.spark.serializer.JavaSerializer,11416500,pagerank,application_1560861195858_2835,huge_5,,,,
10,39,45,47,TRUE,636,0.74609375,0.54296875,67,TRUE,50,838,95,3.40625,0.3203125,12,lzf,4,103,FALSE,1676,99,109,1361718,7,TRUE,TRUE,TRUE,TRUE,org.apache.spark.serializer.KryoSerializer,4389632,pagerank,application_1560861195858_2982,huge_5,,,,
4,14,46,16,FALSE,296,0.73046875,0.80859375,111,TRUE,85,360,930,4.78125,0.4140625,16,lzf,64,67,FALSE,1532,64,236,1364843,7,FALSE,FALSE,TRUE,FALSE,org.apache.spark.serializer.JavaSerializer,2445779,pagerank,application_1560861195858_3015,huge_5,,,,
11,33,26,37,TRUE,791,0.98046875,0.55859375,48,FALSE,22,810,435,2.78125,0.9140625,79,snappy,127,4,TRUE,764,127,461,1314843,3,TRUE,TRUE,FALSE,TRUE,org.apache.spark.serializer.KryoSerializer,10970734,pagerank,application_1560861195858_3040,huge_5,,,,
7,5,36,48,FALSE,543,0.85546875,0.93359375,16,FALSE,54,135,187,1.78125,0.1640625,111,lz4,95,99,FALSE,1148,95,123,1389843,5,TRUE,FALSE,TRUE,TRUE,org.apache.spark.serializer.KryoSerializer,5817031,pagerank,application_1560861195858_3241,huge_5,,,,
14,24,16,27,TRUE,48,0.60546875,0.68359375,79,TRUE,117,585,682,3.78125,0.6640625,48,snappy,32,36,TRUE,1916,32,348,1339843,1,FALSE,TRUE,FALSE,FALSE,org.apache.spark.serializer.JavaSerializer,2655555,pagerank,application_1560861195858_3371,huge_5,,,,
9,19,41,43,FALSE,914,0.79296875,0.74609375,127,FALSE,6,922,806,3.28125,0.0390625,64,snappy,79,52,TRUE,572,16,405,1352343,6,FALSE,TRUE,FALSE,FALSE,org.apache.spark.serializer.KryoSerializer,3767950,pagerank,application_1560861195858_3387,huge_5,,,,
15,38,21,22,TRUE,419,0.54296875,0.99609375,64,TRUE,69,472,311,1.28125,0.5390625,127,lzf,16,115,FALSE,1340,79,180,1302343,2,TRUE,FALSE,TRUE,TRUE,org.apache.spark.serializer.JavaSerializer,3599610,pagerank,application_1560861195858_3459,huge_5,,,,
6,10,31,11,FALSE,172,0.66796875,0.62109375,32,TRUE,101,697,64,2.28125,0.2890625,95,lzf,48,20,TRUE,1724,111,292,1377343,9,TRUE,TRUE,FALSE,TRUE,org.apache.spark.serializer.JavaSerializer,3161486,pagerank,application_1560861195858_3570,huge_5,,,,
12,29,11,32,TRUE,667,0.91796875,0.87109375,95,FALSE,38,247,559,4.28125,0.7890625,32,lz4,111,83,FALSE,956,48,67,1327343,4,FALSE,FALSE,TRUE,FALSE,org.apache.spark.serializer.KryoSerializer,11194735,pagerank,application_1560861195858_3655,huge_5,,,,
6,36,38,14,FALSE,605,0.76171875,0.65234375,56,TRUE,77,528,992,4.53125,0.4765625,24,lzf,119,91,TRUE,2012,103,320,1308593,5,FALSE,FALSE,TRUE,TRUE,org.apache.spark.serializer.KryoSerializer,5157666,pagerank,application_1560861195858_4030,huge_5,,,,
13,17,18,35,TRUE,110,0.51171875,0.90234375,119,FALSE,14,978,497,2.53125,0.9765625,87,lz4,56,28,FALSE,1244,40,95,1358593,9,TRUE,TRUE,FALSE,FALSE,org.apache.spark.serializer.JavaSerializer,3046819,pagerank,application_1560861195858_4229,huge_5,,,,
3,26,28,45,FALSE,358,0.63671875,0.52734375,87,FALSE,46,303,249,1.53125,0.2265625,119,snappy,24,123,TRUE,860,8,433,1333593,2,TRUE,FALSE,TRUE,FALSE,org.apache.spark.serializer.JavaSerializer,3456184,pagerank,application_1560861195858_4316,huge_5,,,,
10,7,8,24,TRUE,853,0.88671875,0.77734375,24,TRUE,109,753,744,3.53125,0.7265625,56,lzf,87,60,FALSE,1628,71,208,1383593,7,FALSE,TRUE,FALSE,TRUE,org.apache.spark.serializer.KryoSerializer,9715426,pagerank,application_1560861195858_4480,huge_5,,,,
5,40,43,40,FALSE,234,0.69921875,0.83984375,40,FALSE,30,866,868,3.03125,0.1015625,40,lz4,8,44,FALSE,1052,87,151,1321093,1,FALSE,TRUE,FALSE,TRUE,org.apache.spark.serializer.JavaSerializer,3879288,pagerank,application_1560861195858_4853,huge_5,,,,
11,21,23,19,TRUE,729,0.94921875,0.58984375,103,TRUE,93,416,373,1.03125,0.6015625,103,lzf,71,107,TRUE,1820,24,376,1371093,6,TRUE,FALSE,TRUE,FALSE,org.apache.spark.serializer.KryoSerializer,10027084,pagerank,application_1560861195858_4953,huge_5,,,,
8,31,33,8,FALSE,976,0.82421875,0.96484375,71,TRUE,125,641,126,2.03125,0.3515625,71,lz4,103,12,FALSE,1436,56,264,1346093,4,TRUE,TRUE,FALSE,FALSE,org.apache.spark.serializer.KryoSerializer,6277821,pagerank,application_1560861195858_5316,huge_5,,,,
15,12,13,29,TRUE,481,0.57421875,0.71484375,8,FALSE,62,191,621,4.03125,0.8515625,8,snappy,40,75,TRUE,668,119,489,1396093,8,FALSE,FALSE,TRUE,TRUE,org.apache.spark.serializer.JavaSerializer,2665402,pagerank,application_1560861195858_5459,huge_5,,,,
4,34,34,21,TRUE,713,0.64453125,0.78515625,10,FALSE,56,655,141,2.46875,0.9609375,6,snappy,65,62,TRUE,1940,62,102,1335156,6,FALSE,FALSE,TRUE,TRUE,org.apache.spark.serializer.JavaSerializer,4456407,pagerank,application_1560861195858_5512,huge_5,,,,
11,15,14,42,FALSE,218,0.89453125,0.53515625,73,TRUE,119,205,636,4.46875,0.4609375,69,lz4,2,125,FALSE,1172,125,327,1385156,1,TRUE,TRUE,FALSE,FALSE,org.apache.spark.serializer.KryoSerializer,11470345,pagerank,application_1560861195858_5602,huge_5,,,,
7,24,44,31,TRUE,466,0.76953125,0.91015625,105,TRUE,87,880,883,3.46875,0.7109375,101,snappy,34,30,TRUE,788,93,215,1310156,8,TRUE,FALSE,TRUE,FALSE,org.apache.spark.serializer.KryoSerializer,3656156,pagerank,application_1560861195858_5892,huge_5,,,,
14,5,24,10,FALSE,961,0.51953125,0.66015625,42,FALSE,24,430,388,1.46875,0.2109375,38,lzf,97,93,FALSE,1556,30,440,1360156,4,FALSE,TRUE,FALSE,TRUE,org.apache.spark.serializer.JavaSerializer,6002660,pagerank,application_1560861195858_6004,huge_5,,,,
6,39,29,37,TRUE,95,0.83203125,0.72265625,26,TRUE,103,317,17,1.96875,0.5859375,54,lz4,50,77,FALSE,980,14,383,1347656,9,FALSE,TRUE,FALSE,TRUE,org.apache.spark.serializer.KryoSerializer,7486377,pagerank,application_1560861195858_6188,huge_5,,,,
